,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,feature,cluster,group.1,significant
RBM6_CD8 T-Cell,0.0041329409202814,0.477099666304824,0.37,0.363,1,RBM6,CD8 T-Cell,Cl_1_3,FALSE
TUBB_CD8 T-Cell,0.00417723831893946,-0.197395844345101,0.464,0.552,1,TUBB,CD8 T-Cell,Cl_1_3,FALSE
NGDN_CD8 T-Cell,0.00425037563315632,-0.0548173046454483,0.215,0.28,1,NGDN,CD8 T-Cell,Cl_1_3,FALSE
STK38_CD8 T-Cell,0.00426011349466921,0.251139641010126,0.55,0.549,1,STK38,CD8 T-Cell,Cl_1_3,FALSE
AKAP17A_CD8 T-Cell,0.00426367085860576,-0.193449645473437,0.228,0.29,1,AKAP17A,CD8 T-Cell,Cl_1_3,FALSE
WDR70_CD8 T-Cell,0.00436788195009207,-0.0155774311524008,0.2,0.263,1,WDR70,CD8 T-Cell,Cl_1_3,FALSE
LUC7L2_CD8 T-Cell,0.00439790733722724,-0.108593654523631,0.352,0.439,1,LUC7L2,CD8 T-Cell,Cl_1_3,FALSE
CHD2_CD8 T-Cell,0.00441424908526834,-0.0749515644256574,0.388,0.484,1,CHD2,CD8 T-Cell,Cl_1_3,FALSE
CSNK2A1_CD8 T-Cell,0.00442628876476918,-0.0980209579744273,0.259,0.33,1,CSNK2A1,CD8 T-Cell,Cl_1_3,FALSE
PQBP1_CD8 T-Cell,0.00443452984329395,-0.132412708200223,0.298,0.373,1,PQBP1,CD8 T-Cell,Cl_1_3,FALSE
FAM50A_CD8 T-Cell,0.00447902017365537,-0.103314086464488,0.24,0.306,1,FAM50A,CD8 T-Cell,Cl_1_3,FALSE
NDUFV1_CD8 T-Cell,0.00451129007140417,-0.103562535923845,0.369,0.458,1,NDUFV1,CD8 T-Cell,Cl_1_3,FALSE
PIN4_CD8 T-Cell,0.00458957244233481,-0.0147985331256243,0.244,0.319,1,PIN4,CD8 T-Cell,Cl_1_3,FALSE
MTCH1_CD8 T-Cell,0.004602914014939,0.431485236737678,0.379,0.366,1,MTCH1,CD8 T-Cell,Cl_1_3,FALSE
JOSD2_CD8 T-Cell,0.00461887217055604,-0.113928825124147,0.217,0.279,1,JOSD2,CD8 T-Cell,Cl_1_3,FALSE
STK39_CD8 T-Cell,0.00470895027530795,0.557898158538912,0.273,0.243,1,STK39,CD8 T-Cell,Cl_1_3,FALSE
SDF2L1_CD8 T-Cell,0.00473610921511274,-0.0709529509087434,0.327,0.414,1,SDF2L1,CD8 T-Cell,Cl_1_3,FALSE
CCDC88C_CD8 T-Cell,0.00474145436381917,0.354258815230399,0.475,0.485,1,CCDC88C,CD8 T-Cell,Cl_1_3,FALSE
GZMB_CD8 T-Cell,0.00476684755666628,-0.227702691043317,0.403,0.485,1,GZMB,CD8 T-Cell,Cl_1_3,FALSE
GABPB1-AS1_CD8 T-Cell,0.00479583653055112,0.378406705186344,0.366,0.349,1,GABPB1-AS1,CD8 T-Cell,Cl_1_3,FALSE
SNX6_CD8 T-Cell,0.00483171787487307,-0.0586264392078943,0.391,0.48,1,SNX6,CD8 T-Cell,Cl_1_3,FALSE
PET100_CD8 T-Cell,0.00486982222076103,-0.0864679171682134,0.587,0.697,1,PET100,CD8 T-Cell,Cl_1_3,FALSE
TMOD3_CD8 T-Cell,0.00493842423122266,-0.0767064854604466,0.335,0.419,1,TMOD3,CD8 T-Cell,Cl_1_3,FALSE
NME2_CD8 T-Cell,0.00496002968386778,-0.114055224245288,0.64,0.733,1,NME2,CD8 T-Cell,Cl_1_3,FALSE
SHMT2_CD8 T-Cell,0.00496407434177012,-0.0786737520549317,0.2,0.261,1,SHMT2,CD8 T-Cell,Cl_1_3,FALSE
CHD9_CD8 T-Cell,0.00497285871249993,0.570916115018639,0.321,0.307,1,CHD9,CD8 T-Cell,Cl_1_3,FALSE
ERP44_CD8 T-Cell,0.00499127071477912,-0.0650645308505794,0.302,0.38,1,ERP44,CD8 T-Cell,Cl_1_3,FALSE
AKIRIN1_CD8 T-Cell,0.00500008593632872,-0.138083335432862,0.324,0.395,1,AKIRIN1,CD8 T-Cell,Cl_1_3,FALSE
RAB29_CD8 T-Cell,0.0050163195850482,-0.0646150006978755,0.339,0.419,1,RAB29,CD8 T-Cell,Cl_1_3,FALSE
MRPL51_CD8 T-Cell,0.00509398385014583,-0.102431708031049,0.336,0.415,1,MRPL51,CD8 T-Cell,Cl_1_3,FALSE
MAGOH_CD8 T-Cell,0.00509614679547645,-0.0700192316683368,0.368,0.462,1,MAGOH,CD8 T-Cell,Cl_1_3,FALSE
ZBP1_CD8 T-Cell,0.00511811458648933,-0.0409465596741996,0.206,0.266,1,ZBP1,CD8 T-Cell,Cl_1_3,FALSE
STRAP_CD8 T-Cell,0.00512826096343874,-0.0536861367554734,0.331,0.419,1,STRAP,CD8 T-Cell,Cl_1_3,FALSE
HBP1_CD8 T-Cell,0.00514857798895621,-0.0680347102658487,0.231,0.297,1,HBP1,CD8 T-Cell,Cl_1_3,FALSE
CYFIP2_CD8 T-Cell,0.00514868783333642,-0.105795932331041,0.512,0.612,1,CYFIP2,CD8 T-Cell,Cl_1_3,FALSE
TXNIP_CD8 T-Cell,0.00515128881879433,0.149219361720576,0.942,0.969,1,TXNIP,CD8 T-Cell,Cl_1_3,FALSE
SLC38A1_CD8 T-Cell,0.00515251876816311,0.210824099527896,0.584,0.608,1,SLC38A1,CD8 T-Cell,Cl_1_3,FALSE
NDUFA9_CD8 T-Cell,0.00516204643343149,-0.0666461676213992,0.289,0.366,1,NDUFA9,CD8 T-Cell,Cl_1_3,FALSE
TMEM87A_CD8 T-Cell,0.00516360116899441,-0.0401188007098236,0.286,0.364,1,TMEM87A,CD8 T-Cell,Cl_1_3,FALSE
PSMD1_CD8 T-Cell,0.00520483839389279,-0.0741897017563729,0.224,0.288,1,PSMD1,CD8 T-Cell,Cl_1_3,FALSE
TMEM219_CD8 T-Cell,0.0052346458711888,-0.0499955873483596,0.358,0.454,1,TMEM219,CD8 T-Cell,Cl_1_3,FALSE
RAB8B_CD8 T-Cell,0.00527275246958908,0.485536513587384,0.333,0.316,1,RAB8B,CD8 T-Cell,Cl_1_3,FALSE
HIST1H4C_CD8 T-Cell,0.00529356429612695,0.267802967632816,0.585,0.594,1,HIST1H4C,CD8 T-Cell,Cl_1_3,FALSE
GLRX5_CD8 T-Cell,0.00536724747398949,-0.115357919617775,0.297,0.375,1,GLRX5,CD8 T-Cell,Cl_1_3,FALSE
COX6C_CD8 T-Cell,0.00544377267432201,-0.0843361926791526,0.845,0.885,1,COX6C,CD8 T-Cell,Cl_1_3,FALSE
LDHB_CD8 T-Cell,0.0054598762255501,-0.073980290185601,0.852,0.916,1,LDHB,CD8 T-Cell,Cl_1_3,FALSE
ZC3H13_CD8 T-Cell,0.00549408824795376,-0.0148595269636245,0.229,0.295,1,ZC3H13,CD8 T-Cell,Cl_1_3,FALSE
ATP5F1E_CD8 T-Cell,0.00551296009862055,-0.0483822718245421,0.988,0.994,1,ATP5F1E,CD8 T-Cell,Cl_1_3,FALSE
OAS1_CD8 T-Cell,0.00556151710912087,-0.121849389621249,0.221,0.279,1,OAS1,CD8 T-Cell,Cl_1_3,FALSE
CTDSP1_CD8 T-Cell,0.0056121993883876,-0.0776038418844248,0.353,0.446,1,CTDSP1,CD8 T-Cell,Cl_1_3,FALSE
EIF4H_CD8 T-Cell,0.0056498666727551,-0.101517930137265,0.456,0.552,1,EIF4H,CD8 T-Cell,Cl_1_3,FALSE
ATRAID_CD8 T-Cell,0.00565166143738976,-0.0440221190430644,0.385,0.495,1,ATRAID,CD8 T-Cell,Cl_1_3,FALSE
ORMDL3_CD8 T-Cell,0.00574482768172522,-0.0832058288443344,0.25,0.315,1,ORMDL3,CD8 T-Cell,Cl_1_3,FALSE
OTUB1_CD8 T-Cell,0.0058651164495889,-0.112424472848171,0.523,0.613,1,OTUB1,CD8 T-Cell,Cl_1_3,FALSE
NUP98_CD8 T-Cell,0.00586741453247604,-0.168164230318474,0.274,0.34,1,NUP98,CD8 T-Cell,Cl_1_3,FALSE
LSM3_CD8 T-Cell,0.00593245917028807,-0.0559733354417209,0.305,0.383,1,LSM3,CD8 T-Cell,Cl_1_3,FALSE
BABAM1_CD8 T-Cell,0.0059348110966177,-0.0797752815036561,0.298,0.38,1,BABAM1,CD8 T-Cell,Cl_1_3,FALSE
IFI35_CD8 T-Cell,0.00609955107081926,-0.108739753223598,0.314,0.391,1,IFI35,CD8 T-Cell,Cl_1_3,FALSE
TM9SF3_CD8 T-Cell,0.00610958588552391,-0.102373989868745,0.26,0.327,1,TM9SF3,CD8 T-Cell,Cl_1_3,FALSE
COMMD6_CD8 T-Cell,0.00614556520880609,0.130761467539751,0.906,0.925,1,COMMD6,CD8 T-Cell,Cl_1_3,FALSE
DENND1C_CD8 T-Cell,0.00617061813550273,-0.127337546468861,0.39,0.478,1,DENND1C,CD8 T-Cell,Cl_1_3,FALSE
MON2_CD8 T-Cell,0.0061982826266533,-0.0740307970680504,0.267,0.337,1,MON2,CD8 T-Cell,Cl_1_3,FALSE
TRA2B_CD8 T-Cell,0.0062866607448106,-0.034109071299823,0.471,0.573,1,TRA2B,CD8 T-Cell,Cl_1_3,FALSE
PWP1_CD8 T-Cell,0.00631202486014613,-0.139433160491346,0.244,0.304,1,PWP1,CD8 T-Cell,Cl_1_3,FALSE
BDP1_CD8 T-Cell,0.00633553401097697,-0.0475083039833485,0.247,0.311,1,BDP1,CD8 T-Cell,Cl_1_3,FALSE
SMIM26_CD8 T-Cell,0.00634408532377901,-0.078319526643519,0.379,0.468,1,SMIM26,CD8 T-Cell,Cl_1_3,FALSE
BBX_CD8 T-Cell,0.00635196631329691,0.397405488571624,0.389,0.377,1,BBX,CD8 T-Cell,Cl_1_3,FALSE
H3F3B_CD8 T-Cell,0.00638377560684159,-0.0267585701106987,0.977,0.986,1,H3F3B,CD8 T-Cell,Cl_1_3,FALSE
SUCLG1_CD8 T-Cell,0.00638511064085003,-0.0726777634737881,0.241,0.307,1,SUCLG1,CD8 T-Cell,Cl_1_3,FALSE
PCMT1_CD8 T-Cell,0.00643945836329573,0.42226565660142,0.391,0.387,1,PCMT1,CD8 T-Cell,Cl_1_3,FALSE
FNDC3A_CD8 T-Cell,0.00648408061168469,0.512116797337013,0.29,0.265,1,FNDC3A,CD8 T-Cell,Cl_1_3,FALSE
PYURF_CD8 T-Cell,0.00650035302667019,-0.0898805235685734,0.435,0.535,1,PYURF,CD8 T-Cell,Cl_1_3,FALSE
PSMB3_CD8 T-Cell,0.00650814015127935,-0.14493022293338,0.611,0.701,1,PSMB3,CD8 T-Cell,Cl_1_3,FALSE
DOCK10_CD8 T-Cell,0.00651593411068284,-0.134398978498357,0.431,0.523,1,DOCK10,CD8 T-Cell,Cl_1_3,FALSE
MOB4_CD8 T-Cell,0.00652329275652331,-0.0903709121705215,0.29,0.372,1,MOB4,CD8 T-Cell,Cl_1_3,FALSE
PSENEN_CD8 T-Cell,0.0066192124466648,-0.0416551787788868,0.288,0.369,1,PSENEN,CD8 T-Cell,Cl_1_3,FALSE
USP16_CD8 T-Cell,0.00662378885143929,-0.0470587916877462,0.254,0.324,1,USP16,CD8 T-Cell,Cl_1_3,FALSE
RNPS1_CD8 T-Cell,0.00663712758570524,-0.0943524584685827,0.464,0.568,1,RNPS1,CD8 T-Cell,Cl_1_3,FALSE
HNRNPA1_CD8 T-Cell,0.00666464686029764,-0.0810155904941849,0.945,0.961,1,HNRNPA1,CD8 T-Cell,Cl_1_3,FALSE
RLF_CD8 T-Cell,0.00668430005797342,-0.0634334556365334,0.202,0.261,1,RLF,CD8 T-Cell,Cl_1_3,FALSE
GMPS_CD8 T-Cell,0.00680379595130242,-0.0150150421602748,0.195,0.254,1,GMPS,CD8 T-Cell,Cl_1_3,FALSE
REEP5_CD8 T-Cell,0.00682617748502382,-0.127035619663217,0.475,0.561,1,REEP5,CD8 T-Cell,Cl_1_3,FALSE
SEC13_CD8 T-Cell,0.00694180154063478,-0.0644557119810286,0.302,0.38,1,SEC13,CD8 T-Cell,Cl_1_3,FALSE
PRF1_CD8 T-Cell,0.00694527907372278,-0.260664998467322,0.667,0.706,1,PRF1,CD8 T-Cell,Cl_1_3,FALSE
WDR45_CD8 T-Cell,0.0070031847619588,-0.0942468503291738,0.2,0.257,1,WDR45,CD8 T-Cell,Cl_1_3,FALSE
ERBIN_CD8 T-Cell,0.00715402457552571,0.442066745970985,0.366,0.35,1,ERBIN,CD8 T-Cell,Cl_1_3,FALSE
KIF2A_CD8 T-Cell,0.00719616683798954,-0.0980364269478855,0.595,0.713,1,KIF2A,CD8 T-Cell,Cl_1_3,FALSE
NDUFS6_CD8 T-Cell,0.00730588160779193,-0.071253205032151,0.496,0.595,1,NDUFS6,CD8 T-Cell,Cl_1_3,FALSE
ATG3_CD8 T-Cell,0.00738392611138505,-0.0809619432603542,0.248,0.309,1,ATG3,CD8 T-Cell,Cl_1_3,FALSE
SLU7_CD8 T-Cell,0.00738401580248858,-0.0637368473356016,0.245,0.308,1,SLU7,CD8 T-Cell,Cl_1_3,FALSE
NDUFA3_CD8 T-Cell,0.0074288227270581,-0.130397455751609,0.682,0.772,1,NDUFA3,CD8 T-Cell,Cl_1_3,FALSE
COPE_CD8 T-Cell,0.00743806397834682,-0.128816344282109,0.634,0.706,1,COPE,CD8 T-Cell,Cl_1_3,FALSE
RASGRP2_CD8 T-Cell,0.00746684933177862,-0.0780839065740835,0.412,0.51,1,RASGRP2,CD8 T-Cell,Cl_1_3,FALSE
NFATC3_CD8 T-Cell,0.00747816182467485,-0.077914749643928,0.391,0.487,1,NFATC3,CD8 T-Cell,Cl_1_3,FALSE
TAP2_CD8 T-Cell,0.00749039267948205,0.288482404156276,0.526,0.548,1,TAP2,CD8 T-Cell,Cl_1_3,FALSE
RPS27L_CD8 T-Cell,0.00750346323185864,-0.217966612911098,0.541,0.609,1,RPS27L,CD8 T-Cell,Cl_1_3,FALSE
CAPRIN1_CD8 T-Cell,0.00763975830714128,-0.108190179838676,0.306,0.38,1,CAPRIN1,CD8 T-Cell,Cl_1_3,FALSE
YWHAE_CD8 T-Cell,0.00767618134653626,-0.148997988797074,0.271,0.329,1,YWHAE,CD8 T-Cell,Cl_1_3,FALSE
RABAC1_CD8 T-Cell,0.00774161825476454,0.156585284485506,0.656,0.695,1,RABAC1,CD8 T-Cell,Cl_1_3,FALSE
SRSF5_CD8 T-Cell,0.00778361856563863,0.147982714237904,0.778,0.824,1,SRSF5,CD8 T-Cell,Cl_1_3,FALSE
PIH1D1_CD8 T-Cell,0.00781680477996485,-0.124392838114279,0.291,0.361,1,PIH1D1,CD8 T-Cell,Cl_1_3,FALSE
MAPRE1_CD8 T-Cell,0.00787778477651931,-0.0381500293134832,0.209,0.267,1,MAPRE1,CD8 T-Cell,Cl_1_3,FALSE
APOO_CD8 T-Cell,0.00792526261006594,0.131013530875093,0.78,0.799,1,APOO,CD8 T-Cell,Cl_1_3,FALSE
ST8SIA4_CD8 T-Cell,0.00793403437497397,0.448223520688557,0.314,0.292,1,ST8SIA4,CD8 T-Cell,Cl_1_3,FALSE
TAF3_CD8 T-Cell,0.00794152374841113,-0.0283951832132843,0.204,0.264,1,TAF3,CD8 T-Cell,Cl_1_3,FALSE
SEC31A_CD8 T-Cell,0.00795801726269601,-0.0245940847833713,0.247,0.313,1,SEC31A,CD8 T-Cell,Cl_1_3,FALSE
SF3A1_CD8 T-Cell,0.00796743729239053,-0.0800109269445211,0.4,0.498,1,SF3A1,CD8 T-Cell,Cl_1_3,FALSE
SUPT5H_CD8 T-Cell,0.00817839886021973,-0.0599995532014126,0.288,0.367,1,SUPT5H,CD8 T-Cell,Cl_1_3,FALSE
ERVK3-1_CD8 T-Cell,0.00834763333171196,-0.0556208488239842,0.197,0.251,1,ERVK3-1,CD8 T-Cell,Cl_1_3,FALSE
TSEN15_CD8 T-Cell,0.00835251923588928,0.0514872415419161,0.192,0.25,1,TSEN15,CD8 T-Cell,Cl_1_3,FALSE
EFHD2_CD8 T-Cell,0.00838815691540269,-0.105717438401358,0.469,0.546,1,EFHD2,CD8 T-Cell,Cl_1_3,FALSE
RNF114_CD8 T-Cell,0.00843677993196011,-0.0528723687877025,0.329,0.408,1,RNF114,CD8 T-Cell,Cl_1_3,FALSE
DLG1_CD8 T-Cell,0.00847007198325707,0.487418000888927,0.324,0.309,1,DLG1,CD8 T-Cell,Cl_1_3,FALSE
DEF6_CD8 T-Cell,0.00856055387439896,-0.0896393997312139,0.512,0.6,1,DEF6,CD8 T-Cell,Cl_1_3,FALSE
FCHSD2_CD8 T-Cell,0.00878268794037027,0.479769566759248,0.309,0.29,1,FCHSD2,CD8 T-Cell,Cl_1_3,FALSE
DPP8_CD8 T-Cell,0.00883268319345339,-0.0827717469414021,0.214,0.273,1,DPP8,CD8 T-Cell,Cl_1_3,FALSE
CLTC_CD8 T-Cell,0.00885607754712909,-0.00792796241921734,0.268,0.339,1,CLTC,CD8 T-Cell,Cl_1_3,FALSE
NDUFB6_CD8 T-Cell,0.00892261200984492,-0.0883153400462908,0.341,0.42,1,NDUFB6,CD8 T-Cell,Cl_1_3,FALSE
ACIN1_CD8 T-Cell,0.00898293326414255,-0.0130746612533419,0.364,0.449,1,ACIN1,CD8 T-Cell,Cl_1_3,FALSE
CASP3_CD8 T-Cell,0.00902911719889456,0.453421019890441,0.327,0.312,1,CASP3,CD8 T-Cell,Cl_1_3,FALSE
LUC7L3_CD8 T-Cell,0.00905415577775222,-0.0252488309065815,0.383,0.471,1,LUC7L3,CD8 T-Cell,Cl_1_3,FALSE
RAB22A_CD8 T-Cell,0.00906093621489085,-0.0414489292407253,0.216,0.276,1,RAB22A,CD8 T-Cell,Cl_1_3,FALSE
PCNX2_CD8 T-Cell,0.00906286114775151,0.273660132974925,0.522,0.528,1,PCNX2,CD8 T-Cell,Cl_1_3,FALSE
MAPKAP1_CD8 T-Cell,0.00921902306805498,-0.0335600272634925,0.221,0.281,1,MAPKAP1,CD8 T-Cell,Cl_1_3,FALSE
RPL30_CD8 T-Cell,0.00924159135673594,-0.0508996620712008,0.997,1,1,RPL30,CD8 T-Cell,Cl_1_3,FALSE
PIK3IP1_CD8 T-Cell,0.00931371160251678,-0.13354085864575,0.245,0.304,1,PIK3IP1,CD8 T-Cell,Cl_1_3,FALSE
ARF1_CD8 T-Cell,0.0093946943208771,-0.0619647943112562,0.764,0.832,1,ARF1,CD8 T-Cell,Cl_1_3,FALSE
NELFE_CD8 T-Cell,0.00939718566003864,-0.0356267997743738,0.197,0.254,1,NELFE,CD8 T-Cell,Cl_1_3,FALSE
ARFGAP2_CD8 T-Cell,0.00943252464479319,-0.0889123414302101,0.205,0.261,1,ARFGAP2,CD8 T-Cell,Cl_1_3,FALSE
DCAF7_CD8 T-Cell,0.00945636325192233,0.481858144808832,0.278,0.258,1,DCAF7,CD8 T-Cell,Cl_1_3,FALSE
CDC37_CD8 T-Cell,0.00951370352674017,-0.127510998800439,0.626,0.712,1,CDC37,CD8 T-Cell,Cl_1_3,FALSE
MARCH6_CD8 T-Cell,0.00951467459003803,0.47578998808257,0.292,0.271,1,MARCH6,CD8 T-Cell,Cl_1_3,FALSE
MED4_CD8 T-Cell,0.00952637957336478,-0.110838481004619,0.297,0.365,1,MED4,CD8 T-Cell,Cl_1_3,FALSE
TCP1_CD8 T-Cell,0.00962588057187605,-0.0217906895749189,0.234,0.298,1,TCP1,CD8 T-Cell,Cl_1_3,FALSE
EIF4G2_CD8 T-Cell,0.00963964566541539,-0.120829185036638,0.641,0.727,1,EIF4G2,CD8 T-Cell,Cl_1_3,FALSE
DDX21_CD8 T-Cell,0.00965670291499127,-0.0858334622362004,0.282,0.348,1,DDX21,CD8 T-Cell,Cl_1_3,FALSE
P2RY8_CD8 T-Cell,0.0097120750561988,-0.0971058883481872,0.658,0.757,1,P2RY8,CD8 T-Cell,Cl_1_3,FALSE
TADA3_CD8 T-Cell,0.00972447796719298,-0.115864221892734,0.292,0.358,1,TADA3,CD8 T-Cell,Cl_1_3,FALSE
IREB2_CD8 T-Cell,0.0097281405372096,-0.0576772907739834,0.201,0.254,1,IREB2,CD8 T-Cell,Cl_1_3,FALSE
ARPC1A_CD8 T-Cell,0.00974443688821448,-0.0549357537247714,0.251,0.317,1,ARPC1A,CD8 T-Cell,Cl_1_3,FALSE
VTI1B_CD8 T-Cell,0.00980199946537472,-0.105413352140585,0.248,0.312,1,VTI1B,CD8 T-Cell,Cl_1_3,FALSE
CHCHD3_CD8 T-Cell,0.00995059406969545,-0.0313548660025206,0.246,0.309,1,CHCHD3,CD8 T-Cell,Cl_1_3,FALSE
AC119396.1_CD8 T-Cell,0.00998670832295653,-0.058152979552216,0.261,0.327,1,AC119396.1,CD8 T-Cell,Cl_1_3,FALSE
ERH_CD8 T-Cell,0.0100222873015182,-0.106587706450262,0.494,0.593,1,ERH,CD8 T-Cell,Cl_1_3,FALSE
RBFOX2_CD8 T-Cell,0.0100585971731894,-0.084113218835721,0.924,0.952,1,RBFOX2,CD8 T-Cell,Cl_1_3,FALSE
DYRK1A_CD8 T-Cell,0.010088540863639,0.47173010580421,0.319,0.3,1,DYRK1A,CD8 T-Cell,Cl_1_3,FALSE
ZFP91_CD8 T-Cell,0.0101495738414048,-0.0444119498162268,0.204,0.259,1,ZFP91,CD8 T-Cell,Cl_1_3,FALSE
KLRK1_CD8 T-Cell,0.0101776392460578,-0.0193649484095675,0.672,0.79,1,KLRK1,CD8 T-Cell,Cl_1_3,FALSE
CYTH4_CD8 T-Cell,0.0102293344468138,0.40775465478284,0.281,0.257,1,CYTH4,CD8 T-Cell,Cl_1_3,FALSE
PPP1R7_CD8 T-Cell,0.0102623806393707,-0.044486590617073,0.36,0.446,1,PPP1R7,CD8 T-Cell,Cl_1_3,FALSE
XAF1_CD8 T-Cell,0.0102830155545423,-0.0978127274454265,0.395,0.481,1,XAF1,CD8 T-Cell,Cl_1_3,FALSE
C7orf50_CD8 T-Cell,0.0103203863972537,0.521028783722341,0.253,0.226,1,C7orf50,CD8 T-Cell,Cl_1_3,FALSE
MRPS30_CD8 T-Cell,0.0103461879443692,-0.000910511785246926,0.217,0.276,1,MRPS30,CD8 T-Cell,Cl_1_3,FALSE
DDX24_CD8 T-Cell,0.0104015172277957,0.23242903294207,0.591,0.617,1,DDX24,CD8 T-Cell,Cl_1_3,FALSE
UBA3_CD8 T-Cell,0.0106325784069377,0.0167575083275793,0.239,0.306,1,UBA3,CD8 T-Cell,Cl_1_3,FALSE
CD2BP2_CD8 T-Cell,0.0106906847472824,-0.112690815649064,0.264,0.327,1,CD2BP2,CD8 T-Cell,Cl_1_3,FALSE
YBX1_CD8 T-Cell,0.010777767182431,-0.075018473490156,0.872,0.926,1,YBX1,CD8 T-Cell,Cl_1_3,FALSE
CAPN2_CD8 T-Cell,0.0107976102397835,0.196436929554041,0.633,0.681,1,CAPN2,CD8 T-Cell,Cl_1_3,FALSE
RSBN1L_CD8 T-Cell,0.0108865958976581,0.357857245059923,0.359,0.347,1,RSBN1L,CD8 T-Cell,Cl_1_3,FALSE
PML_CD8 T-Cell,0.0109135833045284,-0.0926719872732874,0.245,0.306,1,PML,CD8 T-Cell,Cl_1_3,FALSE
UHRF2_CD8 T-Cell,0.0109470722892241,0.432036202668518,0.32,0.303,1,UHRF2,CD8 T-Cell,Cl_1_3,FALSE
TSR3_CD8 T-Cell,0.0109612182566461,-0.0140025368968352,0.293,0.371,1,TSR3,CD8 T-Cell,Cl_1_3,FALSE
YPEL5_CD8 T-Cell,0.0109875697340485,-0.0647205012796599,0.3,0.374,1,YPEL5,CD8 T-Cell,Cl_1_3,FALSE
TMED5_CD8 T-Cell,0.0110036539356824,0.48862935644015,0.318,0.303,1,TMED5,CD8 T-Cell,Cl_1_3,FALSE
CCNY_CD8 T-Cell,0.0110490143221608,-0.144650848245828,0.265,0.324,1,CCNY,CD8 T-Cell,Cl_1_3,FALSE
TALDO1_CD8 T-Cell,0.0112365362485158,-0.0676849395784541,0.479,0.577,1,TALDO1,CD8 T-Cell,Cl_1_3,FALSE
NIN_CD8 T-Cell,0.0112806464476533,-0.100399579148499,0.559,0.656,1,NIN,CD8 T-Cell,Cl_1_3,FALSE
PRDM2_CD8 T-Cell,0.0113044313223296,0.412820693020485,0.37,0.356,1,PRDM2,CD8 T-Cell,Cl_1_3,FALSE
AC092821.3_CD8 T-Cell,0.011365412697483,0.509491769741813,0.319,0.309,1,AC092821.3,CD8 T-Cell,Cl_1_3,FALSE
UBE2K_CD8 T-Cell,0.0113711589589344,0.30665260863655,0.472,0.482,1,UBE2K,CD8 T-Cell,Cl_1_3,FALSE
RPL7_CD8 T-Cell,0.0113749731479957,-0.0790828377296062,0.884,0.932,1,RPL7,CD8 T-Cell,Cl_1_3,FALSE
ATP2A3_CD8 T-Cell,0.0114300500587966,-0.0901110680232211,0.383,0.471,1,ATP2A3,CD8 T-Cell,Cl_1_3,FALSE
ANKHD1_CD8 T-Cell,0.0114358697471953,-0.0911319705609765,0.383,0.465,1,ANKHD1,CD8 T-Cell,Cl_1_3,FALSE
MAP7D1_CD8 T-Cell,0.0116045945517054,-0.0394975339688238,0.349,0.43,1,MAP7D1,CD8 T-Cell,Cl_1_3,FALSE
MDFIC_CD8 T-Cell,0.0116103426304017,0.603672479945675,0.288,0.271,1,MDFIC,CD8 T-Cell,Cl_1_3,FALSE
LARP7_CD8 T-Cell,0.0117017792964908,-0.00526170465864839,0.204,0.259,1,LARP7,CD8 T-Cell,Cl_1_3,FALSE
UBE2V2_CD8 T-Cell,0.0118356848485646,-0.0211188657802295,0.2,0.255,1,UBE2V2,CD8 T-Cell,Cl_1_3,FALSE
LARP4B_CD8 T-Cell,0.0120009261694208,-0.0236073252202531,0.24,0.304,1,LARP4B,CD8 T-Cell,Cl_1_3,FALSE
SPCS3_CD8 T-Cell,0.0120093178576477,-0.0161327845982056,0.433,0.528,1,SPCS3,CD8 T-Cell,Cl_1_3,FALSE
ELAVL1_CD8 T-Cell,0.0120162131298911,-0.0059922326854529,0.209,0.27,1,ELAVL1,CD8 T-Cell,Cl_1_3,FALSE
MRPL43_CD8 T-Cell,0.0120242889804489,-0.0687038361963099,0.334,0.411,1,MRPL43,CD8 T-Cell,Cl_1_3,FALSE
NFKB1_CD8 T-Cell,0.0120716762403062,-0.000198099755137404,0.213,0.27,1,NFKB1,CD8 T-Cell,Cl_1_3,FALSE
PSMC5_CD8 T-Cell,0.0121428667921741,-0.05466021606569,0.457,0.555,1,PSMC5,CD8 T-Cell,Cl_1_3,FALSE
SRSF2_CD8 T-Cell,0.0121569727235216,-0.0692581965603563,0.466,0.568,1,SRSF2,CD8 T-Cell,Cl_1_3,FALSE
AP1M1_CD8 T-Cell,0.0121719874602358,-0.0554487277645773,0.258,0.321,1,AP1M1,CD8 T-Cell,Cl_1_3,FALSE
PRPF40A_CD8 T-Cell,0.0123243856843207,-0.0231950480079152,0.362,0.449,1,PRPF40A,CD8 T-Cell,Cl_1_3,FALSE
DOK2_CD8 T-Cell,0.0123562689048146,-0.125372998104961,0.528,0.615,1,DOK2,CD8 T-Cell,Cl_1_3,FALSE
SDHA_CD8 T-Cell,0.0123811482939204,-0.0724069979982878,0.393,0.481,1,SDHA,CD8 T-Cell,Cl_1_3,FALSE
MED13_CD8 T-Cell,0.0125115913877147,-0.12336840292274,0.256,0.315,1,MED13,CD8 T-Cell,Cl_1_3,FALSE
PDAP1_CD8 T-Cell,0.0125568831965709,-0.0514202826975707,0.336,0.412,1,PDAP1,CD8 T-Cell,Cl_1_3,FALSE
KMT2C_CD8 T-Cell,0.0125643289211172,0.408360324320532,0.362,0.349,1,KMT2C,CD8 T-Cell,Cl_1_3,FALSE
